age,job,marital,education,defaulter,balance,housing,loan,contact,dy,mnth,duration,campaign,pdays,previous,poutcome,y
29,technician,single,tertiary,no,1221,yes,no,(979) 945-5435,21,jul,72,2,-1,0,unknown,no
48,technician,married,secondary,no,1152,yes,no,(981) 547-7675,21,jul,168,5,-1,0,unknown,no
49,retired,married,primary,no,375,no,yes,(718) 788-6046,21,jul,110,7,-1,0,unknown,no
26,entrepreneur,married,unknown,no,345,yes,yes,(614) 373-9669,21,jul,149,4,-1,0,unknown,no
26,blue-collar,single,secondary,no,49,no,no,(471) 846-2201,21,jul,489,3,-1,0,unknown,no
41,admin.,single,secondary,no,4464,yes,no,(504) 388-1426,21,jul,1425,2,-1,0,unknown,no
25,blue-collar,single,primary,no,15,no,no,(564) 914-4135,21,jul,24,3,-1,0,unknown,no
25,services,married,secondary,no,1078,no,no,(476) 204-6044,21,jul,218,2,-1,0,unknown,no
58,blue-collar,married,unknown,no,64,no,yes,(439) 735-6700,21,jul,78,2,-1,0,unknown,no
36,admin.,married,secondary,no,0,yes,no,(512) 275-7372,21,jul,93,7,-1,0,unknown,no
44,entrepreneur,married,secondary,no,242,no,yes,(822) 676-8454,21,jul,100,4,-1,0,unknown,no
48,management,single,secondary,no,290,yes,no,(819) 282-5299,21,jul,257,2,-1,0,unknown,no
26,services,single,secondary,no,3,no,yes,(388) 366-1153,21,jul,140,4,-1,0,unknown,no
35,blue-collar,married,primary,no,0,no,no,(753) 650-8087,21,jul,145,3,-1,0,unknown,no
45,unknown,married,primary,no,586,yes,no,(418) 238-7069,21,jul,90,3,-1,0,unknown,no
52,entrepreneur,married,primary,no,592,no,no,(362) 628-7760,21,jul,122,2,-1,0,unknown,no
41,blue-collar,single,secondary,no,98,no,yes,(525) 889-2747,21,jul,97,6,-1,0,unknown,no
33,blue-collar,married,secondary,no,681,yes,yes,(470) 577-5112,21,jul,357,1,-1,0,unknown,no
32,management,single,tertiary,no,2551,yes,no,(225) 206-5310,21,jul,638,3,-1,0,unknown,yes
59,housemaid,married,primary,no,-187,yes,no,(907) 992-5054,21,jul,118,7,-1,0,unknown,no
32,technician,single,secondary,no,648,no,yes,(206) 524-9040,21,jul,166,1,-1,0,unknown,no
29,technician,married,tertiary,no,-14,no,no,(974) 588-9988,21,jul,203,2,-1,0,unknown,no
35,admin.,single,secondary,no,-67,no,yes,(471) 654-2393,21,jul,84,1,-1,0,unknown,no
56,entrepreneur,married,tertiary,no,21,no,no,(531) 792-2763,21,jul,118,3,-1,0,unknown,no
32,management,married,tertiary,no,-360,yes,no,(831) 313-1949,21,jul,176,4,-1,0,unknown,no
35,admin.,married,secondary,no,2278,yes,no,(818) 572-5780,21,jul,195,1,-1,0,unknown,no
54,unemployed,single,tertiary,no,252,yes,no,(726) 323-2072,21,jul,101,1,-1,0,unknown,no
30,services,single,secondary,no,1824,yes,no,(285) 472-1130,21,jul,153,2,-1,0,unknown,no
31,technician,married,secondary,no,1951,yes,no,(480) 323-8861,21,jul,519,2,-1,0,unknown,no
42,services,single,secondary,no,182,no,yes,(301) 838-2320,21,jul,394,2,-1,0,unknown,no
50,retired,divorced,primary,no,2790,no,no,(632) 255-4476,21,jul,236,2,-1,0,unknown,no
53,entrepreneur,married,tertiary,no,624,no,yes,(264) 851-5981,21,jul,180,4,-1,0,unknown,no
38,management,married,tertiary,no,1482,yes,yes,(805) 949-1168,21,jul,361,1,-1,0,unknown,no
34,admin.,married,secondary,no,-45,yes,no,(653) 853-4348,21,jul,88,4,-1,0,unknown,no
25,blue-collar,married,secondary,no,895,no,no,(319) 345-6694,21,jul,317,3,-1,0,unknown,no
47,services,married,unknown,no,1229,no,yes,(505) 347-3476,21,jul,89,20,-1,0,unknown,no
25,blue-collar,single,secondary,no,612,yes,no,(840) 866-5918,21,jul,172,4,-1,0,unknown,no
25,services,single,secondary,no,2311,no,yes,(833) 707-6544,21,jul,1105,2,-1,0,unknown,yes
28,admin.,married,secondary,no,503,no,yes,(414) 557-2692,21,jul,553,2,-1,0,unknown,no
36,entrepreneur,married,primary,no,600,no,no,(343) 386-2738,21,jul,538,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,0,no,no,(882) 391-6356,21,jul,91,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,324,yes,no,(720) 754-2655,21,jul,167,4,-1,0,unknown,no
51,admin.,married,secondary,no,0,no,no,(889) 920-6685,21,jul,130,1,-1,0,unknown,no
53,technician,married,primary,no,0,no,no,(870) 560-2483,21,jul,96,1,-1,0,unknown,no
46,admin.,divorced,secondary,no,289,no,yes,(671) 756-8600,21,jul,76,3,-1,0,unknown,no
29,services,single,secondary,no,27,yes,no,(769) 392-1220,21,jul,554,2,-1,0,unknown,no
38,management,single,tertiary,no,2357,yes,no,(769) 523-8706,21,jul,184,1,-1,0,unknown,no
32,services,single,primary,no,1806,no,yes,(729) 595-4160,21,jul,126,4,-1,0,unknown,no
34,admin.,married,secondary,no,159,yes,no,(536) 754-8990,21,jul,124,1,-1,0,unknown,no
28,technician,married,tertiary,no,739,yes,no,(441) 642-8175,21,jul,316,1,-1,0,unknown,no
39,technician,married,secondary,no,1048,no,yes,(628) 733-1465,21,jul,405,1,-1,0,unknown,no
29,technician,single,tertiary,no,-229,yes,no,(527) 901-9797,21,jul,416,4,-1,0,unknown,no
31,blue-collar,single,secondary,no,-64,no,no,(623) 795-8584,21,jul,37,1,-1,0,unknown,no
36,blue-collar,divorced,secondary,no,-158,yes,no,(242) 758-9009,21,jul,42,6,-1,0,unknown,no
42,blue-collar,married,secondary,no,156,no,no,(643) 716-9230,21,jul,455,4,-1,0,unknown,no
31,housemaid,married,secondary,no,0,yes,no,(541) 323-2526,21,jul,171,1,-1,0,unknown,no
55,technician,married,tertiary,no,647,yes,no,(267) 377-2619,21,jul,150,4,-1,0,unknown,no
31,admin.,married,secondary,no,774,yes,yes,(468) 394-8797,21,jul,93,1,-1,0,unknown,no
46,technician,married,secondary,no,399,no,no,(965) 366-1174,21,jul,156,1,-1,0,unknown,no
38,blue-collar,married,primary,no,2469,yes,no,(342) 331-1339,21,jul,66,1,-1,0,unknown,no
33,technician,married,secondary,no,3071,yes,yes,(303) 637-1411,21,jul,323,1,-1,0,unknown,no
35,management,married,tertiary,no,1582,no,no,(282) 876-5325,21,jul,37,1,-1,0,unknown,no
37,admin.,divorced,tertiary,no,-65,no,no,(212) 423-1896,21,jul,226,1,-1,0,unknown,no
44,management,divorced,tertiary,no,-90,yes,no,(972) 679-2771,21,jul,472,1,-1,0,unknown,no
31,management,single,tertiary,no,5691,yes,no,(328) 775-5262,21,jul,357,1,-1,0,unknown,no
37,admin.,single,secondary,no,862,no,no,(301) 835-7938,21,jul,152,2,-1,0,unknown,no
29,blue-collar,married,primary,no,5,yes,yes,(202) 362-4623,21,jul,53,1,-1,0,unknown,no
34,management,married,tertiary,no,13,yes,no,(211) 976-8050,21,jul,47,1,-1,0,unknown,no
42,blue-collar,married,primary,no,401,yes,no,(587) 721-5134,21,jul,581,4,-1,0,unknown,no
25,unemployed,single,secondary,no,-230,yes,no,(918) 546-7646,21,jul,113,1,-1,0,unknown,no
37,technician,divorced,secondary,no,79,no,no,(835) 629-2150,21,jul,191,1,-1,0,unknown,no
37,management,married,tertiary,no,-1884,yes,no,(733) 226-3159,21,jul,193,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,230,yes,yes,(781) 797-9614,21,jul,38,1,-1,0,unknown,no
41,technician,married,secondary,no,525,yes,no,(786) 247-6573,21,jul,108,1,-1,0,unknown,no
33,unemployed,married,secondary,no,-12,no,yes,(733) 441-7496,21,jul,77,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,658,yes,yes,(827) 550-3425,21,jul,212,1,-1,0,unknown,no
37,housemaid,married,secondary,no,167,yes,no,(529) 479-7145,21,jul,225,3,-1,0,unknown,no
29,management,single,tertiary,no,3357,no,no,(586) 420-5572,21,jul,120,3,-1,0,unknown,no
35,technician,divorced,secondary,no,103,yes,no,(928) 300-8669,21,jul,304,1,-1,0,unknown,no
27,blue-collar,single,tertiary,no,1372,no,no,(529) 911-3640,21,jul,230,1,-1,0,unknown,no
30,services,single,secondary,no,-114,yes,no,(284) 433-1486,21,jul,396,2,-1,0,unknown,no
33,management,married,tertiary,no,78,yes,no,(214) 735-9163,21,jul,856,1,-1,0,unknown,no
56,blue-collar,married,primary,no,826,yes,no,(410) 255-3972,21,jul,853,1,-1,0,unknown,no
32,management,single,tertiary,no,14,no,yes,(777) 677-1496,21,jul,53,1,-1,0,unknown,no
27,unemployed,single,secondary,no,0,yes,no,(648) 648-9912,21,jul,53,6,-1,0,unknown,no
28,management,married,tertiary,no,250,yes,no,(512) 459-1870,21,jul,475,4,-1,0,unknown,no
35,technician,married,secondary,no,-360,yes,no,(734) 576-5149,21,jul,169,1,-1,0,unknown,no
32,admin.,married,secondary,no,0,yes,no,(778) 417-8031,21,jul,229,1,-1,0,unknown,no
33,entrepreneur,married,secondary,no,1034,yes,no,(380) 971-1553,21,jul,141,6,-1,0,unknown,no
35,technician,divorced,unknown,no,244,no,no,(664) 675-3909,21,jul,54,10,-1,0,unknown,no
30,technician,divorced,secondary,no,0,no,no,(411) 463-6247,21,jul,101,1,-1,0,unknown,no
31,services,married,secondary,no,0,yes,yes,(645) 417-8924,21,jul,270,4,-1,0,unknown,no
44,management,married,tertiary,no,1590,yes,yes,(223) 867-5762,21,jul,54,8,-1,0,unknown,no
57,unemployed,divorced,secondary,no,753,no,no,(379) 698-4708,21,jul,730,8,-1,0,unknown,no
38,unemployed,divorced,secondary,no,189,yes,yes,(318) 426-9432,21,jul,105,2,-1,0,unknown,no
38,management,married,tertiary,no,-558,yes,no,(411) 508-3543,21,jul,533,1,-1,0,unknown,no
27,admin.,single,secondary,no,15,no,yes,(258) 880-8930,21,jul,177,1,-1,0,unknown,no
34,admin.,single,secondary,no,181,yes,no,(724) 324-9292,21,jul,296,1,-1,0,unknown,no
28,technician,divorced,tertiary,no,47,no,no,(554) 500-8040,21,jul,304,3,-1,0,unknown,no
56,retired,divorced,tertiary,no,158,no,yes,(479) 434-9164,21,jul,854,1,-1,0,unknown,yes
37,housemaid,married,tertiary,no,0,yes,no,(476) 324-2504,21,jul,97,2,-1,0,unknown,no
49,admin.,single,secondary,no,-412,yes,no,(645) 726-4923,21,jul,31,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,0,yes,no,(760) 265-2192,21,jul,90,1,-1,0,unknown,no
35,self-employed,single,tertiary,no,577,yes,no,(385) 352-4061,21,jul,90,1,-1,0,unknown,no
60,retired,divorced,tertiary,no,380,no,no,(436) 801-4466,21,jul,219,1,-1,0,unknown,no
50,housemaid,divorced,primary,no,120,yes,no,(440) 404-3973,21,jul,99,1,-1,0,unknown,no
43,management,divorced,tertiary,no,0,yes,no,(280) 598-8378,21,jul,111,1,-1,0,unknown,no
34,blue-collar,single,primary,no,0,yes,yes,(272) 797-1087,21,jul,100,2,-1,0,unknown,no
59,self-employed,divorced,tertiary,no,2979,yes,no,(782) 613-6602,21,jul,118,3,-1,0,unknown,no
57,management,married,tertiary,no,2770,no,yes,(268) 599-2029,21,jul,158,1,-1,0,unknown,no
37,admin.,married,tertiary,no,0,yes,no,(611) 285-4327,21,jul,115,1,-1,0,unknown,no
44,blue-collar,married,primary,no,2470,no,no,(944) 623-5140,21,jul,19,1,-1,0,unknown,no
30,management,married,tertiary,no,692,yes,yes,(965) 763-1427,21,jul,336,4,-1,0,unknown,no
56,housemaid,married,secondary,no,619,yes,no,(708) 876-6677,21,jul,65,1,-1,0,unknown,no
28,self-employed,single,tertiary,no,0,yes,no,(956) 271-7690,21,jul,479,1,-1,0,unknown,no
25,services,single,secondary,no,64,no,no,(643) 726-8439,21,jul,71,11,-1,0,unknown,no
49,technician,married,secondary,no,0,yes,yes,(725) 732-8554,21,jul,95,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,130,no,yes,(674) 840-5355,21,jul,156,1,-1,0,unknown,no
42,technician,single,secondary,no,417,no,no,(440) 668-8834,21,jul,177,1,-1,0,unknown,no
38,admin.,divorced,secondary,no,0,yes,no,(274) 450-3614,21,jul,93,1,-1,0,unknown,no
38,management,single,tertiary,no,-145,yes,no,(270) 259-8979,21,jul,54,2,-1,0,unknown,no
35,student,single,secondary,no,-86,yes,no,(577) 312-6193,21,jul,369,1,-1,0,unknown,no
49,management,married,tertiary,yes,-6847,no,yes,(365) 677-3585,21,jul,206,1,-1,0,unknown,no
43,admin.,single,secondary,no,375,no,yes,(284) 331-3017,21,jul,163,4,-1,0,unknown,no
34,technician,single,secondary,no,5731,yes,no,(841) 883-9595,21,jul,101,3,-1,0,unknown,no
27,admin.,single,secondary,no,-34,no,yes,(951) 739-4435,21,jul,171,2,-1,0,unknown,no
31,blue-collar,married,primary,no,-537,yes,yes,(379) 934-4431,21,jul,1039,7,-1,0,unknown,yes
32,management,married,tertiary,no,71,yes,no,(843) 911-2698,21,jul,221,8,-1,0,unknown,no
27,management,single,tertiary,no,831,yes,no,(742) 516-1653,21,jul,369,1,-1,0,unknown,no
44,management,divorced,tertiary,no,2422,yes,no,(679) 922-3506,21,jul,141,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,-20,no,yes,(369) 228-8142,21,jul,574,1,-1,0,unknown,yes
27,self-employed,single,tertiary,no,202,yes,no,(818) 967-5477,21,jul,678,1,-1,0,unknown,no
47,technician,married,secondary,no,1981,yes,no,(485) 433-5082,21,jul,919,2,-1,0,unknown,yes
47,blue-collar,married,primary,no,0,no,no,(542) 474-8202,21,jul,71,1,-1,0,unknown,no
56,retired,married,secondary,no,334,no,no,(848) 836-2116,21,jul,101,1,-1,0,unknown,no
36,technician,single,secondary,no,279,yes,no,(580) 441-9591,21,jul,171,1,-1,0,unknown,no
29,management,single,tertiary,no,107,yes,no,(770) 921-1252,21,jul,149,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,0,no,yes,(827) 623-9373,21,jul,72,4,-1,0,unknown,no
36,management,married,secondary,no,-267,no,no,(287) 526-4726,21,jul,368,2,-1,0,unknown,no
40,management,married,tertiary,no,-65,no,yes,(233) 777-6046,21,jul,65,2,-1,0,unknown,no
58,technician,married,secondary,no,471,yes,yes,(636) 438-3634,21,jul,61,1,-1,0,unknown,no
34,self-employed,married,tertiary,no,865,yes,no,(509) 797-4049,21,jul,51,7,-1,0,unknown,no
50,unemployed,married,secondary,no,49,yes,no,(855) 802-1887,21,jul,237,1,-1,0,unknown,no
32,services,married,primary,no,228,yes,no,(619) 503-8616,21,jul,1017,6,-1,0,unknown,yes
50,technician,married,secondary,no,-70,yes,yes,(908) 495-6311,21,jul,357,1,-1,0,unknown,no
40,admin.,single,tertiary,no,1005,yes,no,(633) 269-4186,21,jul,449,1,-1,0,unknown,no
33,technician,married,tertiary,no,75,no,no,(251) 521-8328,21,jul,204,4,-1,0,unknown,no
49,management,divorced,tertiary,no,351,yes,no,(982) 456-3595,21,jul,356,2,-1,0,unknown,no
32,admin.,single,secondary,no,64,yes,no,(656) 794-1618,21,jul,204,3,-1,0,unknown,no
47,services,married,secondary,no,2,no,yes,(647) 458-3135,21,jul,71,15,-1,0,unknown,no
44,technician,divorced,secondary,no,316,yes,no,(960) 619-8910,21,jul,163,3,-1,0,unknown,no
58,housemaid,married,tertiary,no,0,yes,no,(620) 709-8380,21,jul,111,1,-1,0,unknown,no
37,management,married,tertiary,no,1893,no,yes,(266) 622-4673,21,jul,353,2,-1,0,unknown,no
39,management,married,tertiary,no,1423,yes,no,(325) 618-6215,21,jul,733,3,-1,0,unknown,yes
58,admin.,married,secondary,no,1455,yes,no,(718) 369-5564,21,jul,119,1,-1,0,unknown,no
51,self-employed,married,secondary,no,44,yes,yes,(603) 294-4724,21,jul,79,1,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,-289,yes,yes,(232) 555-2462,21,jul,808,5,-1,0,unknown,no
49,self-employed,married,tertiary,no,503,yes,no,(408) 353-4117,21,jul,507,1,-1,0,unknown,no
52,blue-collar,divorced,primary,no,29,yes,no,(776) 210-1216,21,jul,245,1,-1,0,unknown,no
51,management,married,tertiary,no,2455,yes,no,(819) 572-8061,21,jul,553,1,-1,0,unknown,yes
40,blue-collar,married,primary,no,0,yes,no,(655) 443-2430,21,jul,1080,4,-1,0,unknown,yes
25,technician,single,secondary,no,2157,yes,no,(485) 945-6376,21,jul,339,1,-1,0,unknown,no
54,technician,divorced,secondary,no,859,no,yes,(779) 819-1404,21,jul,710,1,-1,0,unknown,yes
44,services,single,secondary,no,5,no,no,(416) 411-4416,21,jul,333,2,-1,0,unknown,no
26,admin.,single,tertiary,no,1100,yes,no,(467) 278-3324,21,jul,240,1,-1,0,unknown,no
46,management,single,tertiary,no,2154,yes,no,(352) 947-1663,21,jul,87,4,-1,0,unknown,no
32,services,married,secondary,no,2196,yes,no,(629) 381-7811,21,jul,1156,1,-1,0,unknown,no
48,management,single,tertiary,no,414,no,no,(285) 219-6386,21,jul,761,2,-1,0,unknown,no
26,blue-collar,married,secondary,no,622,yes,no,(701) 978-4422,21,jul,471,2,-1,0,unknown,no
32,technician,married,secondary,no,-796,yes,yes,(968) 251-8267,21,jul,80,3,-1,0,unknown,no
25,unemployed,single,tertiary,no,2783,no,no,(861) 456-5145,21,jul,137,3,-1,0,unknown,no
45,management,married,tertiary,no,210,yes,no,(642) 952-2431,21,jul,623,1,-1,0,unknown,no
30,management,married,tertiary,no,1185,yes,no,(431) 993-2710,21,jul,881,4,-1,0,unknown,no
29,technician,married,primary,no,95,yes,no,(867) 610-1759,21,jul,255,1,-1,0,unknown,no
47,services,married,secondary,no,1123,no,yes,(835) 389-6165,21,jul,251,5,-1,0,unknown,no
31,blue-collar,married,secondary,no,-498,yes,no,(701) 418-4126,21,jul,357,1,-1,0,unknown,no
58,retired,married,unknown,no,9004,no,no,(361) 270-2325,21,jul,891,4,-1,0,unknown,yes
43,admin.,married,secondary,no,3215,yes,no,(312) 278-8496,21,jul,228,3,-1,0,unknown,no
56,management,married,tertiary,no,217,no,yes,(742) 963-4027,21,jul,121,2,-1,0,unknown,no
50,management,married,tertiary,no,776,yes,yes,(381) 668-5397,21,jul,200,2,-1,0,unknown,no
28,blue-collar,married,primary,yes,-124,yes,no,(518) 436-7502,21,jul,116,3,-1,0,unknown,no
31,entrepreneur,single,secondary,no,131,yes,no,(929) 267-1371,21,jul,157,1,-1,0,unknown,no
32,management,divorced,tertiary,no,1486,yes,no,(932) 535-5672,21,jul,151,2,-1,0,unknown,no
33,services,married,secondary,no,70,yes,no,(946) 755-1102,21,jul,333,3,-1,0,unknown,no
60,retired,married,tertiary,no,161,yes,no,(868) 422-1057,21,jul,153,3,-1,0,unknown,no
33,blue-collar,married,secondary,no,327,yes,no,(917) 751-3367,21,jul,81,1,-1,0,unknown,no
27,admin.,married,secondary,no,436,yes,no,(656) 984-4066,21,jul,410,1,-1,0,unknown,no
43,admin.,married,secondary,no,1625,yes,yes,(334) 471-1589,21,jul,56,1,-1,0,unknown,no
42,unemployed,married,unknown,no,970,yes,no,(269) 934-4972,21,jul,691,10,-1,0,unknown,yes
33,technician,single,tertiary,no,119,no,yes,(315) 493-2387,21,jul,202,3,-1,0,unknown,no
28,self-employed,single,tertiary,no,222,no,yes,(543) 824-3517,21,jul,125,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,187,no,yes,(758) 927-1824,21,jul,178,1,-1,0,unknown,no
26,management,single,secondary,no,609,yes,no,(924) 742-1910,21,jul,594,1,-1,0,unknown,no
42,technician,divorced,secondary,no,1858,no,no,(313) 222-1316,21,jul,61,1,-1,0,unknown,no
40,blue-collar,married,primary,no,177,yes,yes,(614) 312-8215,21,jul,742,4,-1,0,unknown,no
56,services,married,primary,no,486,no,yes,(662) 974-9933,21,jul,1877,1,-1,0,unknown,yes
53,technician,married,secondary,no,237,yes,no,(812) 377-4764,21,jul,18,1,-1,0,unknown,no
45,blue-collar,single,primary,no,695,yes,no,(964) 848-2524,21,jul,167,1,-1,0,unknown,no
57,services,married,secondary,no,4,no,no,(362) 629-1115,21,jul,84,1,-1,0,unknown,no
53,management,divorced,secondary,no,28,yes,no,(377) 795-4388,21,jul,142,1,-1,0,unknown,no
35,management,married,tertiary,no,0,yes,no,(527) 543-9393,21,jul,295,3,-1,0,unknown,no
51,management,married,tertiary,no,2704,yes,no,(903) 919-1619,21,jul,443,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,799,yes,no,(465) 904-7299,21,jul,181,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,0,yes,no,(537) 249-6402,21,jul,292,8,-1,0,unknown,no
47,blue-collar,married,secondary,no,0,yes,no,(671) 522-4624,21,jul,676,1,-1,0,unknown,no
46,housemaid,married,primary,no,19,yes,no,(958) 499-2182,21,jul,171,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,188,yes,yes,(708) 812-7339,21,jul,46,1,-1,0,unknown,no
48,technician,married,secondary,no,0,yes,no,(270) 923-7984,21,jul,112,1,-1,0,unknown,no
28,unemployed,married,secondary,no,-353,no,yes,(239) 777-2159,21,jul,299,1,-1,0,unknown,no
31,admin.,divorced,secondary,no,1890,yes,no,(946) 652-8601,21,jul,588,1,-1,0,unknown,no
59,management,married,tertiary,no,5865,yes,no,(949) 548-3660,21,jul,250,1,-1,0,unknown,no
34,services,married,secondary,no,382,yes,yes,(275) 452-8257,21,jul,149,7,-1,0,unknown,no
27,blue-collar,married,primary,no,2591,yes,no,(306) 866-3977,21,jul,129,2,-1,0,unknown,no
54,housemaid,divorced,secondary,yes,34,no,no,(643) 739-5091,21,jul,208,3,-1,0,unknown,no
35,management,married,tertiary,no,2123,yes,no,(367) 812-5826,21,jul,249,3,-1,0,unknown,no
56,retired,married,primary,no,340,yes,no,(614) 211-8590,21,jul,1220,1,-1,0,unknown,no
50,blue-collar,divorced,primary,no,-19,yes,no,(782) 906-5949,21,jul,407,11,-1,0,unknown,no
26,housemaid,single,primary,yes,-1006,yes,yes,(908) 215-2323,21,jul,222,1,-1,0,unknown,no
57,retired,married,primary,no,4,no,no,(521) 372-4655,21,jul,50,5,-1,0,unknown,no
40,blue-collar,married,secondary,no,-60,yes,no,(234) 844-7509,21,jul,250,1,-1,0,unknown,no
26,entrepreneur,single,tertiary,no,81,no,no,(435) 591-4527,21,jul,262,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,-596,yes,no,(401) 868-1713,21,jul,147,1,-1,0,unknown,no
33,student,married,secondary,no,0,no,no,(849) 459-3409,21,jul,100,1,-1,0,unknown,no
60,retired,divorced,primary,no,685,no,yes,(582) 821-1338,21,jul,89,1,-1,0,unknown,no
57,management,married,primary,no,687,yes,yes,(762) 711-7174,21,jul,107,3,-1,0,unknown,no
34,entrepreneur,married,primary,no,0,yes,no,(462) 634-3349,21,jul,132,3,-1,0,unknown,no
37,self-employed,married,secondary,yes,0,no,yes,(502) 500-8113,21,jul,320,1,-1,0,unknown,no
41,services,married,secondary,no,171,no,no,(308) 615-8928,21,jul,71,9,-1,0,unknown,no
38,technician,divorced,secondary,no,-397,yes,yes,(858) 833-5459,21,jul,91,9,-1,0,unknown,no
50,management,married,tertiary,no,230,no,yes,(826) 756-6212,21,jul,149,2,-1,0,unknown,no
52,admin.,married,secondary,no,799,no,no,(373) 388-9430,21,jul,128,2,-1,0,unknown,no
25,admin.,single,secondary,no,105,no,yes,(813) 759-6907,21,jul,392,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,-49,yes,yes,(357) 222-9466,21,jul,210,1,-1,0,unknown,no
59,management,married,secondary,no,966,no,no,(600) 523-2634,21,jul,50,4,-1,0,unknown,no
25,student,married,tertiary,no,10,yes,no,(350) 410-2882,21,jul,857,4,-1,0,unknown,yes
38,blue-collar,married,primary,no,-41,yes,no,(712) 641-9941,21,jul,68,10,-1,0,unknown,no
49,technician,married,tertiary,no,-888,no,yes,(254) 786-1376,21,jul,298,1,-1,0,unknown,no
29,services,single,secondary,no,-453,yes,no,(865) 883-2653,21,jul,213,1,-1,0,unknown,no
51,admin.,married,secondary,no,73,no,no,(787) 568-1399,21,jul,195,1,-1,0,unknown,no
29,technician,married,secondary,no,-910,yes,no,(707) 753-5279,21,jul,260,1,-1,0,unknown,no
43,management,married,tertiary,no,0,yes,no,(979) 760-1711,21,jul,474,1,-1,0,unknown,no
43,unemployed,married,secondary,no,3,no,no,(962) 914-9958,21,jul,231,2,-1,0,unknown,no
35,entrepreneur,single,secondary,no,475,no,yes,(959) 530-1659,21,jul,936,4,-1,0,unknown,no
25,management,married,tertiary,no,3,yes,yes,(936) 776-2641,21,jul,690,3,-1,0,unknown,no
54,management,married,tertiary,no,3795,yes,yes,(220) 257-8991,21,jul,381,1,-1,0,unknown,no
45,blue-collar,divorced,primary,no,0,yes,no,(920) 293-7412,21,jul,211,2,-1,0,unknown,no
44,housemaid,married,primary,no,1037,yes,no,(824) 347-2879,21,jul,319,1,-1,0,unknown,no
54,management,married,tertiary,no,1598,no,yes,(767) 675-9763,21,jul,312,1,-1,0,unknown,no
28,admin.,single,secondary,no,579,yes,no,(947) 363-4175,21,jul,60,2,-1,0,unknown,no
56,technician,divorced,secondary,no,672,no,no,(313) 832-5884,21,jul,71,9,-1,0,unknown,no
31,admin.,married,secondary,no,0,yes,no,(743) 436-3481,21,jul,366,3,-1,0,unknown,no
29,management,single,tertiary,no,1035,yes,no,(456) 817-7239,21,jul,862,2,-1,0,unknown,no
33,technician,married,tertiary,no,2690,yes,no,(308) 538-5024,21,jul,71,5,-1,0,unknown,no
50,management,divorced,tertiary,no,-398,yes,yes,(921) 219-8452,21,jul,172,1,-1,0,unknown,no
42,technician,married,secondary,yes,55,yes,no,(672) 725-1359,21,jul,291,1,-1,0,unknown,no
46,housemaid,married,primary,no,201,yes,no,(563) 654-2343,21,jul,91,1,-1,0,unknown,no
34,management,married,tertiary,no,272,yes,no,(673) 538-1635,21,jul,237,2,-1,0,unknown,no
55,housemaid,married,secondary,no,127,yes,no,(546) 459-8138,21,jul,1130,8,-1,0,unknown,yes
26,blue-collar,single,primary,no,409,yes,no,(765) 843-1858,21,jul,577,2,-1,0,unknown,yes
42,management,divorced,tertiary,no,9,yes,no,(966) 382-4348,21,jul,509,1,-1,0,unknown,no
42,services,married,secondary,no,1301,yes,no,(587) 924-6547,21,jul,510,6,-1,0,unknown,no
59,management,married,tertiary,no,1889,no,no,(410) 544-8585,21,jul,256,1,-1,0,unknown,no
47,management,divorced,tertiary,no,2105,no,yes,(670) 944-7951,21,jul,363,1,-1,0,unknown,no
40,admin.,single,secondary,no,664,no,no,(622) 395-8095,21,jul,1342,2,-1,0,unknown,yes
28,services,married,secondary,no,6567,yes,no,(617) 452-8331,21,jul,522,1,-1,0,unknown,no
57,retired,single,secondary,no,-609,no,yes,(762) 512-5320,21,jul,168,1,-1,0,unknown,no
30,technician,married,tertiary,no,0,no,no,(227) 548-4185,21,jul,306,1,-1,0,unknown,no
41,entrepreneur,married,secondary,no,187,no,yes,(267) 261-8137,21,jul,354,1,-1,0,unknown,no
30,management,married,tertiary,no,74,yes,no,(826) 296-9223,21,jul,106,3,-1,0,unknown,no
35,blue-collar,single,tertiary,no,0,yes,no,(737) 643-9063,21,jul,262,4,-1,0,unknown,no
47,blue-collar,married,primary,no,273,yes,no,(238) 986-5955,21,jul,91,3,-1,0,unknown,no
35,services,divorced,secondary,no,828,yes,no,(665) 338-4334,21,jul,87,1,-1,0,unknown,no
29,services,married,secondary,no,57,yes,no,(211) 661-3822,21,jul,342,9,-1,0,unknown,no
51,retired,married,secondary,no,-14,no,yes,(586) 575-3625,21,jul,564,5,-1,0,unknown,no
40,technician,single,secondary,yes,96,no,yes,(461) 673-2158,21,jul,181,2,-1,0,unknown,no
